sex,age,level_education,country,year,value_unemployment,value_education,valor_educacion,indice_educativo
Females,15-29,BACH-FP,Serbia,2020,22.3,52.8,3,2.67
Females,15-29,BACH-FP,Serbia,2021,21.7,53.3,3,2.68
Females,15-29,BACH-FP,Serbia,2022,19.7,54.7,3,2.67
Females,15-29,BACH-FP,Serbia,2023,19.9,54.4,3,2.63
Females,15-29,BACH,Serbia,2014,38.1,10.9,4,2.61
Females,15-29,BACH,Serbia,2015,32.6,12.3,4,2.67
Females,15-29,BACH,Serbia,2016,32.6,12.2,4,2.69
Females,15-29,BACH,Serbia,2017,21.9,11.7,4,2.68
Females,15-29,BACH,Serbia,2018,31.5,11.9,4,2.67
Females,15-29,BACH,Serbia,2019,21.1,13.5,4,2.69
Females,15-29,BACH,Serbia,2020,27.6,12.7,4,2.67
Females,15-29,BACH,Serbia,2021,21.1,13.5,4,2.68
Females,15-29,BACH,Serbia,2022,20.2,13.7,4,2.67
Females,15-29,BACH,Serbia,2023,27.9,13.6,4,2.63
Females,15-29,FP,Serbia,2014,37.1,42.4,2,2.61
Females,15-29,FP,Serbia,2015,38.2,41.0,2,2.67
Females,15-29,FP,Serbia,2016,33.3,41.2,2,2.69
Females,15-29,FP,Serbia,2017,29.1,41.6,2,2.68
Females,15-29,FP,Serbia,2018,24.7,40.9,2,2.67
Females,15-29,FP,Serbia,2019,23.7,39.1,2,2.69
Females,15-29,FP,Serbia,2020,21.8,40.1,2,2.67
Females,15-29,FP,Serbia,2021,21.7,39.9,2,2.68
Females,15-29,FP,Serbia,2022,19.7,41.0,2,2.67
Females,15-29,FP,Serbia,2023,18.7,40.8,2,2.63
Females,15-29,UNIVERSIDAD,Serbia,2014,40.0,16.2,5,2.61
Females,15-29,UNIVERSIDAD,Serbia,2015,36.6,17.9,5,2.67
Females,15-29,UNIVERSIDAD,Serbia,2016,32.4,18.5,5,2.69
Females,15-29,UNIVERSIDAD,Serbia,2017,29.8,18.5,5,2.68
Females,15-29,UNIVERSIDAD,Serbia,2018,27.7,18.1,5,2.67
Females,15-29,UNIVERSIDAD,Serbia,2019,19.6,18.1,5,2.69
Females,15-29,UNIVERSIDAD,Serbia,2020,20.5,17.8,5,2.67
Females,15-29,UNIVERSIDAD,Serbia,2021,17.9,17.6,5,2.68
Females,15-29,UNIVERSIDAD,Serbia,2022,11.0,16.9,5,2.67
Females,15-29,UNIVERSIDAD,Serbia,2023,15.9,15.4,5,2.63
Males,15-29,ESO,Serbia,2014,39.6,31.4,1,2.45
Males,15-29,ESO,Serbia,2015,32.0,29.4,1,2.5
Males,15-29,ESO,Serbia,2016,28.7,28.8,1,2.52
Males,15-29,ESO,Serbia,2017,22.8,28.0,1,2.53
Males,15-29,ESO,Serbia,2018,29.7,29.1,1,2.51
Males,15-29,ESO,Serbia,2019,32.2,29.2,1,2.51
Males,15-29,ESO,Serbia,2020,30.2,28.6,1,2.52
Males,15-29,ESO,Serbia,2021,29.0,29.0,1,2.52
Males,15-29,ESO,Serbia,2022,27.6,28.8,1,2.52
Males,15-29,ESO,Serbia,2023,30.7,29.7,1,2.53
Males,15-29,BACH-FP,Serbia,2014,36.0,59.4,3,2.45
Males,15-29,BACH-FP,Serbia,2015,31.6,60.0,3,2.5
Males,15-29,BACH-FP,Serbia,2016,26.6,60.2,3,2.52
Males,15-29,BACH-FP,Serbia,2017,25.0,60.3,3,2.53
Males,15-29,BACH-FP,Serbia,2018,23.0,60.0,3,2.51
Males,15-29,BACH-FP,Serbia,2019,19.6,59.9,3,2.51
Males,15-29,BACH-FP,Serbia,2020,18.8,60.1,3,2.52
Males,15-29,BACH-FP,Serbia,2021,18.5,59.7,3,2.52
Males,15-29,BACH-FP,Serbia,2022,16.9,60.3,3,2.52
Males,15-29,BACH-FP,Serbia,2023,17.9,58.7,3,2.53
Males,15-29,BACH,Serbia,2014,29.7,8.4,4,2.45
Males,15-29,BACH,Serbia,2015,37.0,9.1,4,2.5
Males,15-29,BACH,Serbia,2016,25.4,9.2,4,2.52
Males,15-29,BACH,Serbia,2017,27.5,8.9,4,2.53
Males,15-29,BACH,Serbia,2018,27.9,9.2,4,2.51
Males,15-29,BACH,Serbia,2019,24.9,9.2,4,2.51
Males,15-29,BACH,Serbia,2020,16.8,8.6,4,2.52
Males,15-29,BACH,Serbia,2021,16.8,9.1,4,2.52
Males,15-29,BACH,Serbia,2022,10.5,9.2,4,2.52
Males,15-29,BACH,Serbia,2023,18.0,9.9,4,2.53
Males,15-29,FP,Serbia,2014,36.3,51.1,2,2.45
Males,15-29,FP,Serbia,2015,31.4,50.9,2,2.5
Males,15-29,FP,Serbia,2016,26.6,51.0,2,2.52
Males,15-29,FP,Serbia,2017,24.9,51.3,2,2.53
Males,15-29,FP,Serbia,2018,22.7,50.8,2,2.51
Males,15-29,FP,Serbia,2019,19.3,50.7,2,2.51
Males,15-29,FP,Serbia,2020,18.9,51.5,2,2.52
Males,15-29,FP,Serbia,2021,18.7,50.5,2,2.52
Males,15-29,FP,Serbia,2022,17.3,51.1,2,2.52
Males,15-29,FP,Serbia,2023,17.9,48.8,2,2.53
Males,15-29,UNIVERSIDAD,Serbia,2014,30.5,9.2,5,2.45
Males,15-29,UNIVERSIDAD,Serbia,2015,35.5,10.6,5,2.5
Males,15-29,UNIVERSIDAD,Serbia,2016,30.7,11.0,5,2.52
Males,15-29,UNIVERSIDAD,Serbia,2017,24.9,11.7,5,2.53
Males,15-29,UNIVERSIDAD,Serbia,2018,18.9,10.9,5,2.51
Males,15-29,UNIVERSIDAD,Serbia,2019,18.9,10.9,5,2.51
Males,15-29,UNIVERSIDAD,Serbia,2020,16.7,11.3,5,2.52
Males,15-29,UNIVERSIDAD,Serbia,2021,15.9,11.3,5,2.52
Males,15-29,UNIVERSIDAD,Serbia,2022,9.7,10.9,5,2.52
Males,15-29,UNIVERSIDAD,Serbia,2023,12.9,11.6,5,2.53
Total,15-29,ESO,Serbia,2014,42.2,31.0,1,2.59
Total,15-29,ESO,Serbia,2015,34.1,29.2,1,2.59
Total,15-29,ESO,Serbia,2016,29.7,28.5,1,2.59
Total,15-29,ESO,Serbia,2017,26.3,28.1,1,2.59
Total,15-29,ESO,Serbia,2018,30.4,29.1,1,2.59
Total,15-29,ESO,Serbia,2019,31.5,29.2,1,2.59
Total,15-29,ESO,Serbia,2020,30.1,29.0,1,2.59
Total,15-29,ESO,Serbia,2021,30.3,29.0,1,2.59
Total,15-29,ESO,Serbia,2022,30.3,28.6,1,2.59
Total,15-29,ESO,Serbia,2023,28.3,29.9,1,2.59
Total,15-29,BACH-FP,Serbia,2014,36.4,56.4,3,2.59
Total,15-29,BACH-FP,Serbia,2015,33.8,56.7,3,2.59
Total,15-29,BACH-FP,Serbia,2016,29.0,56.9,3,2.59
Total,15-29,BACH-FP,Serbia,2017,26.3,56.9,3,2.59
Total,15-29,BACH-FP,Serbia,2018,23.8,56.5,3,2.59
Total,15-29,BACH-FP,Serbia,2019,21.0,56.4,3,2.59
Total,15-29,BACH-FP,Serbia,2020,20.0,56.6,3,2.59
Total,15-29,BACH-FP,Serbia,2021,19.7,56.6,3,2.59
Total,15-29,BACH-FP,Serbia,2022,17.9,57.6,3,2.59
Total,15-29,BACH-FP,Serbia,2023,18.7,56.6,3,2.59
Total,15-29,BACH,Serbia,2014,34.0,9.6,4,2.59
Total,15-29,BACH,Serbia,2015,34.8,10.6,4,2.59
Total,15-29,BACH,Serbia,2016,29.0,10.6,4,2.59
Total,15-29,BACH,Serbia,2017,25.1,10.3,4,2.59
Total,15-29,BACH,Serbia,2018,29.7,10.5,4,2.59
Total,15-29,BACH,Serbia,2019,22.9,11.3,4,2.59
Total,15-29,BACH,Serbia,2020,22.3,10.6,4,2.59
Total,15-29,BACH,Serbia,2021,18.8,11.2,4,2.59
Total,15-29,BACH,Serbia,2022,15.0,11.4,4,2.59
Total,15-29,BACH,Serbia,2023,22.9,11.7,4,2.59
Total,15-29,FP,Serbia,2014,36.6,46.8,2,2.59
Total,15-29,FP,Serbia,2015,33.8,46.1,2,2.59
Total,15-29,FP,Serbia,2016,29.0,46.2,2,2.59
Total,15-29,FP,Serbia,2017,26.4,46.6,2,2.59
Total,15-29,FP,Serbia,2018,23.4,46.0,2,2.59
Total,15-29,FP,Serbia,2019,20.8,45.1,2,2.59
Total,15-29,FP,Serbia,2020,19.8,46.0,2,2.59
Total,15-29,FP,Serbia,2021,19.7,45.4,2,2.59
Total,15-29,FP,Serbia,2022,18.2,46.2,2,2.59
Total,15-29,FP,Serbia,2023,18.2,44.9,2,2.59
Total,15-29,UNIVERSIDAD,Serbia,2014,36.4,12.6,5,2.59
Total,15-29,UNIVERSIDAD,Serbia,2015,36.2,14.1,5,2.59
Total,15-29,UNIVERSIDAD,Serbia,2016,31.7,14.7,5,2.59
Total,15-29,UNIVERSIDAD,Serbia,2017,27.8,15.0,5,2.59
Total,15-29,UNIVERSIDAD,Serbia,2018,24.2,14.4,5,2.59
Total,15-29,UNIVERSIDAD,Serbia,2019,19.3,14.4,5,2.59
Total,15-29,UNIVERSIDAD,Serbia,2020,18.8,14.4,5,2.59
Total,15-29,UNIVERSIDAD,Serbia,2021,17.1,14.4,5,2.59
Total,15-29,UNIVERSIDAD,Serbia,2022,10.4,13.8,5,2.59
Total,15-29,UNIVERSIDAD,Serbia,2023,14.6,13.5,5,2.59
Females,15-29,ESO,Slovakia,2014,52.2,30.3,1,2.77
Females,15-29,ESO,Slovakia,2015,47.1,29.5,1,2.81
Females,15-29,ESO,Slovakia,2016,55.0,30.0,1,2.8
Females,15-29,ESO,Slovakia,2017,40.2,32.3,1,2.76
Females,15-29,ESO,Slovakia,2018,40.8,31.7,1,2.76
Females,15-29,ESO,Slovakia,2019,47.3,31.6,1,2.79
Females,15-29,ESO,Slovakia,2020,49.1,31.5,1,2.8
Females,15-29,ESO,Slovakia,2021,49.1,32.9,1,2.79
Females,15-29,ESO,Slovakia,2022,64.9,33.3,1,2.78
Females,15-29,ESO,Slovakia,2023,64.9,34.0,1,2.75
Females,15-29,BACH-FP,Slovakia,2014,19.9,47.9,3,2.77
Females,15-29,BACH-FP,Slovakia,2015,18.3,47.3,3,2.81
Females,15-29,BACH-FP,Slovakia,2016,17.5,46.7,3,2.8
Females,15-29,BACH-FP,Slovakia,2017,12.6,43.9,3,2.76
Females,15-29,BACH-FP,Slovakia,2018,8.4,44.1,3,2.76
Females,15-29,BACH-FP,Slovakia,2019,9.8,43.2,3,2.79
Females,15-29,BACH-FP,Slovakia,2020,15.2,43.3,3,2.8
Females,15-29,BACH-FP,Slovakia,2021,14.3,41.8,3,2.79
Females,15-29,BACH-FP,Slovakia,2022,11.2,41.1,3,2.78
Females,15-29,BACH-FP,Slovakia,2023,8.9,42.4,3,2.75
Females,15-29,BACH,Slovakia,2014,23.9,13.7,4,2.77
Females,15-29,BACH,Slovakia,2015,21.9,13.0,4,2.81
Females,15-29,BACH,Slovakia,2016,22.2,12.7,4,2.8
Females,15-29,BACH,Slovakia,2017,22.2,12.5,4,2.76
Females,15-29,BACH,Slovakia,2018,22.2,12.3,4,2.76
Females,15-29,BACH,Slovakia,2019,22.2,12.9,4,2.79
Females,15-29,BACH,Slovakia,2020,22.2,13.7,4,2.8
Females,15-29,BACH,Slovakia,2021,22.2,13.5,4,2.79
Females,15-29,BACH,Slovakia,2022,22.2,13.1,4,2.78
Females,15-29,BACH,Slovakia,2023,22.2,14.1,4,2.75
Females,15-29,FP,Slovakia,2014,17.4,28.9,2,2.77
Females,15-29,FP,Slovakia,2015,15.0,27.3,2,2.81
Females,15-29,FP,Slovakia,2016,15.4,27.2,2,2.8
Females,15-29,FP,Slovakia,2017,12.4,29.9,2,2.76
Females,15-29,FP,Slovakia,2018,8.3,31.8,2,2.76
Females,15-29,FP,Slovakia,2019,9.8,30.2,2,2.79
Females,15-29,FP,Slovakia,2020,16.4,29.6,2,2.8
Females,15-29,FP,Slovakia,2021,15.2,28.3,2,2.79
Females,15-29,FP,Slovakia,2022,11.5,28.0,2,2.78
Females,15-29,FP,Slovakia,2023,9.0,28.2,2,2.75
Females,15-29,UNIVERSIDAD,Slovakia,2014,15.2,21.8,5,2.77
Females,15-29,UNIVERSIDAD,Slovakia,2015,13.7,23.2,5,2.81
Females,15-29,UNIVERSIDAD,Slovakia,2016,12.5,23.3,5,2.8
Females,15-29,UNIVERSIDAD,Slovakia,2017,11.8,23.7,5,2.76
Females,15-29,UNIVERSIDAD,Slovakia,2018,9.9,24.2,5,2.76
Females,15-29,UNIVERSIDAD,Slovakia,2019,4.4,25.3,5,2.79
Females,15-29,UNIVERSIDAD,Slovakia,2020,8.0,25.1,5,2.8
Females,15-29,UNIVERSIDAD,Slovakia,2021,8.7,25.3,5,2.79
Females,15-29,UNIVERSIDAD,Slovakia,2022,8.7,25.5,5,2.78
Females,15-29,UNIVERSIDAD,Slovakia,2023,8.7,23.6,5,2.75
Males,15-29,ESO,Slovakia,2014,51.8,30.0,1,2.58
Males,15-29,ESO,Slovakia,2015,50.6,29.7,1,2.6
Males,15-29,ESO,Slovakia,2016,43.4,30.1,1,2.61
Males,15-29,ESO,Slovakia,2017,40.3,31.3,1,2.57
Males,15-29,ESO,Slovakia,2018,46.4,31.3,1,2.57
Males,15-29,ESO,Slovakia,2019,44.3,32.1,1,2.56
Males,15-29,ESO,Slovakia,2020,42.2,31.8,1,2.56
Males,15-29,ESO,Slovakia,2021,54.0,33.3,1,2.52
Males,15-29,ESO,Slovakia,2022,46.4,33.3,1,2.52
Males,15-29,ESO,Slovakia,2023,41.3,33.9,1,2.54
Males,15-29,BACH-FP,Slovakia,2014,20.6,57.2,3,2.58
Males,15-29,BACH-FP,Slovakia,2015,14.8,57.2,3,2.6
Males,15-29,BACH-FP,Slovakia,2016,12.1,55.1,3,2.61
Males,15-29,BACH-FP,Slovakia,2017,10.2,53.8,3,2.57
Males,15-29,BACH-FP,Slovakia,2018,7.7,53.5,3,2.57
Males,15-29,BACH-FP,Slovakia,2019,6.3,52.2,3,2.56
Males,15-29,BACH-FP,Slovakia,2020,9.5,53.5,3,2.56
Males,15-29,BACH-FP,Slovakia,2021,9.4,53.2,3,2.52
Males,15-29,BACH-FP,Slovakia,2022,9.7,52.9,3,2.52
Males,15-29,BACH-FP,Slovakia,2023,12.1,50.8,3,2.54
Males,15-29,BACH,Slovakia,2014,21.2,10.1,4,2.58
Males,15-29,BACH,Slovakia,2015,13.6,9.6,4,2.6
Males,15-29,BACH,Slovakia,2016,13.6,8.2,4,2.61
Males,15-29,BACH,Slovakia,2017,15.3,9.0,4,2.57
Males,15-29,BACH,Slovakia,2018,15.3,9.5,4,2.57
Males,15-29,BACH,Slovakia,2019,15.3,8.9,4,2.56
Males,15-29,BACH,Slovakia,2020,15.3,10.0,4,2.56
Males,15-29,BACH,Slovakia,2021,15.3,9.8,4,2.52
Males,15-29,BACH,Slovakia,2022,15.3,9.3,4,2.52
Males,15-29,BACH,Slovakia,2023,15.3,9.1,4,2.54
Males,15-29,FP,Slovakia,2014,18.8,36.9,2,2.58
Males,15-29,FP,Slovakia,2015,13.2,34.2,2,2.6
Males,15-29,FP,Slovakia,2016,10.8,33.2,2,2.61
Males,15-29,FP,Slovakia,2017,9.5,41.7,2,2.57
Males,15-29,FP,Slovakia,2018,7.5,44.0,2,2.57
Males,15-29,FP,Slovakia,2019,6.5,43.3,2,2.56
Males,15-29,FP,Slovakia,2020,9.1,43.5,2,2.56
Males,15-29,FP,Slovakia,2021,9.3,43.4,2,2.52
Males,15-29,FP,Slovakia,2022,9.9,43.6,2,2.52
Males,15-29,FP,Slovakia,2023,12.8,41.6,2,2.54
Males,15-29,UNIVERSIDAD,Slovakia,2014,12.0,12.8,5,2.58
Males,15-29,UNIVERSIDAD,Slovakia,2015,11.1,13.1,5,2.6
Males,15-29,UNIVERSIDAD,Slovakia,2016,8.9,14.7,5,2.61
Males,15-29,UNIVERSIDAD,Slovakia,2017,7.9,14.9,5,2.57
Males,15-29,UNIVERSIDAD,Slovakia,2018,6.4,15.2,5,2.57
Males,15-29,UNIVERSIDAD,Slovakia,2019,6.1,15.7,5,2.56
Males,15-29,UNIVERSIDAD,Slovakia,2020,7.6,14.7,5,2.56
Males,15-29,UNIVERSIDAD,Slovakia,2021,7.6,13.5,5,2.52
Males,15-29,UNIVERSIDAD,Slovakia,2022,7.6,13.8,5,2.52
Males,15-29,UNIVERSIDAD,Slovakia,2023,7.6,15.3,5,2.54
Total,15-29,ESO,Slovakia,2014,51.9,30.1,1,2.67
Total,15-29,ESO,Slovakia,2015,49.2,29.6,1,2.67
Total,15-29,ESO,Slovakia,2016,47.5,30.1,1,2.67
Total,15-29,ESO,Slovakia,2017,40.3,31.8,1,2.67
Total,15-29,ESO,Slovakia,2018,44.4,31.5,1,2.67
Total,15-29,ESO,Slovakia,2019,45.2,31.8,1,2.67
Total,15-29,ESO,Slovakia,2020,44.3,31.7,1,2.67
Total,15-29,ESO,Slovakia,2021,56.8,33.1,1,2.67
Total,15-29,ESO,Slovakia,2022,53.4,33.3,1,2.67
Total,15-29,ESO,Slovakia,2023,48.1,34.0,1,2.67
Total,15-29,BACH-FP,Slovakia,2014,20.4,52.7,3,2.67
Total,15-29,BACH-FP,Slovakia,2015,16.0,52.4,3,2.67
Total,15-29,BACH-FP,Slovakia,2016,14.0,51.0,3,2.67
Total,15-29,BACH-FP,Slovakia,2017,11.0,49.0,3,2.67
Total,15-29,BACH-FP,Slovakia,2018,7.9,48.9,3,2.67
Total,15-29,BACH-FP,Slovakia,2019,7.5,47.8,3,2.67
Total,15-29,BACH-FP,Slovakia,2020,11.3,48.5,3,2.67
Total,15-29,BACH-FP,Slovakia,2021,11.1,47.6,3,2.67
Total,15-29,BACH-FP,Slovakia,2022,10.3,47.2,3,2.67
Total,15-29,BACH-FP,Slovakia,2023,10.9,46.7,3,2.67
Total,15-29,BACH,Slovakia,2014,22.3,11.9,4,2.67
Total,15-29,BACH,Slovakia,2015,17.2,11.2,4,2.67
Total,15-29,BACH,Slovakia,2016,16.8,10.4,4,2.67
Total,15-29,BACH,Slovakia,2017,13.7,10.7,4,2.67
Total,15-29,BACH,Slovakia,2018,9.0,10.8,4,2.67
Total,15-29,BACH,Slovakia,2019,9.0,10.9,4,2.67
Total,15-29,BACH,Slovakia,2020,10.6,11.8,4,2.67
Total,15-29,BACH,Slovakia,2021,10.6,11.6,4,2.67
Total,15-29,BACH,Slovakia,2022,10.6,11.2,4,2.67
Total,15-29,BACH,Slovakia,2023,10.6,11.6,4,2.67
Total,15-29,FP,Slovakia,2014,18.3,33.0,2,2.67
Total,15-29,FP,Slovakia,2015,13.8,30.8,2,2.67
Total,15-29,FP,Slovakia,2016,12.5,30.3,2,2.67
Total,15-29,FP,Slovakia,2017,10.5,35.9,2,2.67
Total,15-29,FP,Slovakia,2018,7.8,38.1,2,2.67
Total,15-29,FP,Slovakia,2019,7.6,36.9,2,2.67
Total,15-29,FP,Slovakia,2020,11.4,36.7,2,2.67
Total,15-29,FP,Slovakia,2021,11.3,36.0,2,2.67
Total,15-29,FP,Slovakia,2022,10.4,36.0,2,2.67
Total,15-29,FP,Slovakia,2023,11.4,35.1,2,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2014,13.9,17.2,5,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2015,12.7,18.0,5,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2016,11.0,18.9,5,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2017,10.1,19.2,5,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2018,8.4,19.6,5,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2019,5.1,20.4,5,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2020,7.8,19.8,5,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2021,8.4,19.2,5,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2022,5.2,19.5,5,2.67
Total,15-29,UNIVERSIDAD,Slovakia,2023,5.2,19.4,5,2.67
Females,15-29,ESO,Slovenia,2014,29.0,26.6,1,2.87
Females,15-29,ESO,Slovenia,2015,16.4,26.0,1,2.89
Females,15-29,ESO,Slovenia,2016,24.7,27.5,1,2.89
Females,15-29,ESO,Slovenia,2017,20.4,28.1,1,2.87
Females,15-29,ESO,Slovenia,2018,17.5,28.2,1,2.86
Females,15-29,ESO,Slovenia,2019,19.1,28.0,1,2.85
Females,15-29,ESO,Slovenia,2020,28.2,28.1,1,2.85
Females,15-29,ESO,Slovenia,2021,28.2,26.6,1,2.92
Females,15-29,ESO,Slovenia,2022,28.2,28.8,1,2.88
Females,15-29,ESO,Slovenia,2023,28.2,31.8,1,2.78
Females,15-29,BACH-FP,Slovenia,2014,22.3,51.9,3,2.87
Females,15-29,BACH-FP,Slovenia,2015,18.6,51.4,3,2.89
Females,15-29,BACH-FP,Slovenia,2016,14.9,47.3,3,2.89
Females,15-29,BACH-FP,Slovenia,2017,14.1,46.3,3,2.87
Females,15-29,BACH-FP,Slovenia,2018,9.3,48.1,3,2.86
Females,15-29,BACH-FP,Slovenia,2019,8.7,48.5,3,2.85
Females,15-29,BACH-FP,Slovenia,2020,12.4,48.1,3,2.85
Females,15-29,BACH-FP,Slovenia,2021,13.0,49.5,3,2.92
Females,15-29,BACH-FP,Slovenia,2022,11.0,46.8,3,2.88
Females,15-29,BACH-FP,Slovenia,2023,7.1,44.5,3,2.78
Females,15-29,BACH,Slovenia,2014,12.2,21.1,4,2.87
Females,15-29,BACH,Slovenia,2015,10.6,20.9,4,2.89
Females,15-29,BACH,Slovenia,2016,11.1,18.0,4,2.89
Females,15-29,BACH,Slovenia,2017,9.0,16.4,4,2.87
Females,15-29,BACH,Slovenia,2018,7.7,18.5,4,2.86
Females,15-29,BACH,Slovenia,2019,6.6,17.4,4,2.85
Females,15-29,BACH,Slovenia,2020,7.2,17.6,4,2.85
Females,15-29,BACH,Slovenia,2021,12.3,21.8,4,2.92
Females,15-29,BACH,Slovenia,2022,9.4,19.1,4,2.88
Females,15-29,BACH,Slovenia,2023,9.4,14.7,4,2.78
Females,15-29,FP,Slovenia,2014,26.2,30.8,2,2.87
Females,15-29,FP,Slovenia,2015,22.1,30.5,2,2.89
Females,15-29,FP,Slovenia,2016,16.3,29.3,2,2.89
Females,15-29,FP,Slovenia,2017,15.9,29.9,2,2.87
Females,15-29,FP,Slovenia,2018,9.9,29.6,2,2.86
Females,15-29,FP,Slovenia,2019,9.5,31.1,2,2.85
Females,15-29,FP,Slovenia,2020,14.0,30.5,2,2.85
Females,15-29,FP,Slovenia,2021,13.3,27.7,2,2.92
Females,15-29,FP,Slovenia,2022,11.7,27.7,2,2.88
Females,15-29,FP,Slovenia,2023,7.2,29.9,2,2.78
Females,15-29,UNIVERSIDAD,Slovenia,2014,20.5,21.6,5,2.87
Females,15-29,UNIVERSIDAD,Slovenia,2015,17.0,22.6,5,2.89
Females,15-29,UNIVERSIDAD,Slovenia,2016,16.5,25.3,5,2.89
Females,15-29,UNIVERSIDAD,Slovenia,2017,11.6,25.6,5,2.87
Females,15-29,UNIVERSIDAD,Slovenia,2018,9.7,23.7,5,2.86
Females,15-29,UNIVERSIDAD,Slovenia,2019,7.8,23.5,5,2.85
Females,15-29,UNIVERSIDAD,Slovenia,2020,7.2,23.8,5,2.85
Females,15-29,UNIVERSIDAD,Slovenia,2021,8.2,23.9,5,2.92
Females,15-29,UNIVERSIDAD,Slovenia,2022,7.5,24.4,5,2.88
Females,15-29,UNIVERSIDAD,Slovenia,2023,5.3,23.7,5,2.78
Males,15-29,ESO,Slovenia,2014,26.7,28.9,1,2.61
Males,15-29,ESO,Slovenia,2015,23.9,29.7,1,2.64
Males,15-29,ESO,Slovenia,2016,21.3,30.8,1,2.61
Males,15-29,ESO,Slovenia,2017,16.2,31.0,1,2.6
Males,15-29,ESO,Slovenia,2018,12.2,30.3,1,2.6
Males,15-29,ESO,Slovenia,2019,15.5,29.1,1,2.65
Males,15-29,ESO,Slovenia,2020,24.3,28.9,1,2.67
Males,15-29,ESO,Slovenia,2021,17.3,28.6,1,2.67
Males,15-29,ESO,Slovenia,2022,19.5,29.1,1,2.65
Males,15-29,ESO,Slovenia,2023,19.6,31.7,1,2.56
Males,15-29,BACH-FP,Slovenia,2014,14.4,59.0,3,2.61
Males,15-29,BACH-FP,Slovenia,2015,14.3,56.0,3,2.64
Males,15-29,BACH-FP,Slovenia,2016,12.2,54.6,3,2.61
Males,15-29,BACH-FP,Slovenia,2017,7.7,55.1,3,2.6
Males,15-29,BACH-FP,Slovenia,2018,7.9,56.2,3,2.6
Males,15-29,BACH-FP,Slovenia,2019,5.6,55.3,3,2.65
Males,15-29,BACH-FP,Slovenia,2020,8.5,55.4,3,2.67
Males,15-29,BACH-FP,Slovenia,2021,7.8,54.9,3,2.67
Males,15-29,BACH-FP,Slovenia,2022,6.1,55.5,3,2.65
Males,15-29,BACH-FP,Slovenia,2023,6.8,54.4,3,2.56
Males,15-29,BACH,Slovenia,2014,15.1,15.3,4,2.61
Males,15-29,BACH,Slovenia,2015,8.2,15.2,4,2.64
Males,15-29,BACH,Slovenia,2016,9.6,13.7,4,2.61
Males,15-29,BACH,Slovenia,2017,8.1,13.9,4,2.6
Males,15-29,BACH,Slovenia,2018,9.0,13.5,4,2.6
Males,15-29,BACH,Slovenia,2019,9.0,13.9,4,2.65
Males,15-29,BACH,Slovenia,2020,10.0,15.5,4,2.67
Males,15-29,BACH,Slovenia,2021,10.0,14.3,4,2.67
Males,15-29,BACH,Slovenia,2022,10.0,14.2,4,2.65
Males,15-29,BACH,Slovenia,2023,10.0,10.8,4,2.56
Males,15-29,FP,Slovenia,2014,14.3,43.7,2,2.61
Males,15-29,FP,Slovenia,2015,15.7,40.9,2,2.64
Males,15-29,FP,Slovenia,2016,12.7,40.9,2,2.61
Males,15-29,FP,Slovenia,2017,7.6,41.2,2,2.6
Males,15-29,FP,Slovenia,2018,7.7,42.7,2,2.6
Males,15-29,FP,Slovenia,2019,5.8,41.3,2,2.65
Males,15-29,FP,Slovenia,2020,8.2,39.9,2,2.67
Males,15-29,FP,Slovenia,2021,7.9,40.6,2,2.67
Males,15-29,FP,Slovenia,2022,5.5,41.3,2,2.65
Males,15-29,FP,Slovenia,2023,6.3,43.6,2,2.56
Males,15-29,UNIVERSIDAD,Slovenia,2014,15.6,12.1,5,2.61
Males,15-29,UNIVERSIDAD,Slovenia,2015,10.8,14.3,5,2.64
Males,15-29,UNIVERSIDAD,Slovenia,2016,13.6,14.6,5,2.61
Males,15-29,UNIVERSIDAD,Slovenia,2017,6.1,13.9,5,2.6
Males,15-29,UNIVERSIDAD,Slovenia,2018,6.5,13.5,5,2.6
Males,15-29,UNIVERSIDAD,Slovenia,2019,5.2,15.7,5,2.65
Males,15-29,UNIVERSIDAD,Slovenia,2020,4.7,15.7,5,2.67
Males,15-29,UNIVERSIDAD,Slovenia,2021,6.8,16.5,5,2.67
Males,15-29,UNIVERSIDAD,Slovenia,2022,6.8,15.5,5,2.65
Males,15-29,UNIVERSIDAD,Slovenia,2023,6.8,13.9,5,2.56
Total,15-29,ESO,Slovenia,2014,27.5,27.8,1,2.75
Total,15-29,ESO,Slovenia,2015,21.6,27.9,1,2.75
Total,15-29,ESO,Slovenia,2016,22.3,29.2,1,2.75
Total,15-29,ESO,Slovenia,2017,17.7,29.6,1,2.75
Total,15-29,ESO,Slovenia,2018,13.8,29.3,1,2.75
Total,15-29,ESO,Slovenia,2019,16.8,28.6,1,2.75
Total,15-29,ESO,Slovenia,2020,25.7,28.5,1,2.75
Total,15-29,ESO,Slovenia,2021,18.0,27.7,1,2.75
Total,15-29,ESO,Slovenia,2022,17.5,28.9,1,2.75
